1706162520000;6481;5957;6967;19405
1706162640000;6410;5999;7000;19409
1706162760000;6346;6119;6980;19445
1706162880000;6509;6271;7125;19905
1706163000000;6414;6089;7032;19535
1706163120000;6466;7638;6990;21094
1706163240000;6452;6012;6995;19459
1706163360000;7073;6088;7017;20178
1706163480000;6436;6057;6989;19482
1706163600000;6501;6065;6998;19564
1706163720000;6524;6023;7077;19624
1706163840000;6483;6039;8386;20908
1706163960000;6522;6023;7048;19593
1706164080000;7044;6052;7035;20131
1706164200000;7352;6011;7076;20439
1706164320000;7465;5981;7077;20523
1706164440000;6584;6146;5122;17852
1706164560000;6604;6172;5146;17922
1706164680000;5951;6410;5119;17480
1706164800000;6006;6636;5028;17670
1706164920000;6049;6653;5045;17747
1706165040000;6057;6595;6276;18928
1706165160000;5941;6480;6372;18793
1706165280000;5896;6645;6351;18892
1706165400000;8045;6684;6316;21045
1706165520000;9294;7345;6319;22958
1706165640000;8421;10197;6267;24885
1706165760000;9469;7322;6343;23134
1706165880000;9984;7323;6853;24160
1706166000000;8884;8154;6946;23984
1706166120000;9492;8217;6925;24634
1706166240000;8437;8341;6948;23726
1706166360000;9634;8249;7331;25214
1706166480000;11123;8436;7913;27472
1706166600000;10820;8648;8029;27497
1706166720000;11094;9589;8936;29619
1706166840000;10822;8700;9187;28709
1706166960000;12986;8999;9848;31833
1706167080000;14132;10507;10283;34922
1706167200000;14045;10406;10490;34941
1706167320000;14872;12979;10825;38676
1706167440000;16999;13931;11163;42093
1706167560000;17988;12074;11607;41669
1706167680000;18270;12202;12282;42754
1706167800000;17967;13516;12773;44256
1706167920000;19492;12904;14648;47044
1706168040000;21486;13276;14078;48840
1706168160000;21168;13301;13872;48341
1706168280000;21470;14266;13910;49646
1706168400000;21248;14524;13934;49706
1706168520000;21037;15055;13700;49792
1706168640000;21241;16018;14247;51506
1706168760000;22482;15620;14985;53087
1706168880000;24291;16368;16910;57569
1706169000000;25240;17766;16836;59842
1706169120000;26043;17317;17405;60765
1706169240000;25848;17948;17218;61014
1706169360000;26613;18455;17504;62572
1706169480000;26739;19622;18473;64834
1706169600000;25548;18803;18368;62719
1706169720000;25910;17279;17900;61089
1706169840000;27085;17331;17729;62145
1706169960000;26667;17062;18248;61977
1706170080000;27778;17724;18596;64098
1706170200000;25425;17511;18098;61034
1706170320000;25265;17637;17936;60838
1706170440000;25150;17759;18449;61358
1706170560000;25109;17221;18594;60924
1706170680000;25419;17082;19136;61637
1706170800000;25911;17012;19023;61946
1706170920000;26509;17105;18862;62476
1706171040000;26968;17674;18635;63277
1706171160000;27077;18052;18348;63477
1706171280000;27018;16724;18645;62387
1706171400000;26243;17010;18734;61987
1706171520000;26118;19477;19064;64659
1706171640000;25887;20281;18690;64858
1706171760000;26072;19985;17696;63753
1706171880000;25728;18716;17854;62298
1706172000000;26464;19130;17887;63481
1706172120000;26389;18329;18423;63141
1706172240000;26724;18426;17883;63033
1706172360000;28574;19605;17988;66167
1706172480000;28458;17505;18145;64108
1706172600000;28455;18542;18203;65200
1706172720000;28350;18209;18028;64587
1706172840000;28827;19606;18150;66583
1706172960000;28544;19619;19077;67240
1706173080000;27911;18489;17751;64151
1706173200000;27592;17986;17165;62743
